"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"RXFP4",7.9e-05,0,0.000110792,0.007054126,0,5.54e-05,0.000762608,0.000487848,0,0,5.54e-05,0.000157973
"RYK",0.001670236,0.001869186,0.006287629,0.001208566,0.002291118,0.003723934,0.003176586,0.002873599,0.005716007,0.003447465,0.007317138,0.004084232
"RYR1",0.001672146,0.138973294,0.042035764,0.007850417,0.003529693,0.174677113,0.065787579,0.108976326,0.143202167,0.039489679,0.037461707,0.40870131
"RYR2",0,3.17e-05,6.28e-05,1.86e-05,0,3.14e-05,0,8.35e-06,1.02e-05,3.34e-06,1.75e-05,0.000384559
"RYR3",3.13e-06,0,8.01e-06,2.3e-06,0,1.87e-05,0,0,0,0,0.000106829,3.13e-06
"S100A6",0.671870893,0.142763018,1.216327551,0.53981828,0.365012945,0.340267475,0.4477734,0.190354169,1.035441123,0.59616059,0.447170512,0.264288026
"S100A9",1.97e-05,6.06e-05,0.003455353,0.000579325,6.56e-05,0.115363062,0.097814698,3.37e-06,0.000469723,0.000168383,2.87e-06,1.055236989
"S1PR1",3.73e-06,3.59e-05,7.05e-06,4.41e-06,4.3e-06,1.5e-05,2.94e-06,6.3e-06,6.32e-05,1.07e-05,1.27e-05,3.44e-06
"S1PR2",0.005881758,0.003089685,0.023747086,0.007875715,0.013156565,0.003531165,0.025384036,0.034696807,0.00899649,0.007990565,0.01721443,0.003683838
"S1PR3",2.26e-05,0.000343009,8.32e-05,0.000197669,1.41e-05,0.000407387,0.000584866,0.000597095,7.32e-05,0.000526341,0.000255234,0.00138572
"S1PR4",2e-05,4.53e-05,7.08e-05,2.89e-05,6e-05,3.54e-05,9.63e-06,3.29e-05,1.93e-05,5.35e-05,0,2.5e-05
"S1PR5",0,2.99e-06,9.38e-07,1.61e-07,0,7.19e-05,2.86e-05,7.28e-05,8.03e-07,1.27e-05,3.13e-07,9.63e-05
"SC5D",0.02281139,0.005100165,0.020781411,0.00823511,0.007801026,0.007668011,0.003970107,0.005380486,0.018807493,0.01440391,0.021246007,0.007329848
"SCAMP1",0.000448893,0.000228071,0.000973014,0.000205804,0.000697217,0.000359155,0.001328778,0.00023631,0.002360052,0.000377744,0.000793719,0.001246873
"SCAMP4",0.00148617,0.000346157,0.004515494,0.00045831,0.001003993,0.001341685,0.00100059,0.001525659,0.001400738,0.001467472,0.00292,0.000929871
"SCAMP5",2.16e-05,0.000103256,9.31e-05,0.000586669,2.16e-05,8.95e-05,0.000162965,0.000400417,4.61e-05,0.000122174,0.000129308,0.000131889
"SCARA5",0,6.03e-05,8.32e-06,1.71e-05,0,0.000174814,0,7.37e-05,5.71e-06,8.04e-05,1.66e-05,0
"SCARB1",3.32e-06,0.000249299,0.001248267,5.64e-05,0.000179453,0.000132188,0.000276475,0.000287119,0.000376736,0.000174433,0.000776631,0.000645441
"SCARB2",0.000932764,0.001020421,0.002687783,0.00035894,0.003031798,0.000556815,0.002967863,0.001100934,0.00144293,0.001133315,0.001079345,0.001043984
"SCARF1",4.54e-05,0.000135897,0.00035823,9.46e-05,0.000618265,3.01e-05,8.77e-05,0.000487629,0.003296496,7.59e-05,0.000137266,1.17e-05
"SCARF2",5.3e-06,2.07e-05,0.000160749,7.32e-06,1.41e-05,3.57e-05,7.63e-05,3.23e-05,8.47e-05,3.31e-05,6.52e-05,2.83e-05
"SCART1",5.97e-05,6.16e-05,0.00028954,0.00037853,0.000350831,0.000129371,0.000189269,3.98e-05,0.000289254,0.000376643,4e-05,0.000134361
"SCEL",0.018537107,0.000553067,0.005616284,0.001839885,0.006729362,0.003913265,0.002303908,0.004669412,0.011955646,0.011460441,0.000874315,0.00696358
"SCIMP",0,0,0,0,1.14e-06,0,0,3.81e-06,4.17e-07,0,0,0
"SCN10A",0,0,0,0,0,0,2.19e-06,0,0,0,0,0
"SCN11A",0,0,0.000162685,0.001493783,0.000126908,5.42e-05,0.000373446,6.59e-05,0,0,0.000162685,6.35e-05
"SCN1A",5.81e-06,3.96e-05,0,0.000362142,5.81e-06,1.35e-05,0.000287412,0.001025895,4.53e-05,2.48e-06,1.35e-05,0
"SCN1B",4.89e-05,0.00044083,0.000138521,0.000348086,5.82e-05,0.000437725,8.55e-05,0.00209413,0.000354055,0.000869847,0.000164379,0.000128093
"SCN2A",4.48e-05,9e-05,3.99e-05,0.000789376,2.24e-05,7.4e-05,2.86e-05,2.58e-05,2.74e-05,6.43e-05,0.000175734,7.84e-05
"SCN2B",2.89e-05,0,0.00059667,3.62e-05,6.3e-05,1.33e-05,0.000199365,0.000225099,8.38e-05,3.29e-05,9.59e-05,5.25e-06
"SCN3A",0.000327452,4.9e-05,0,0.000114457,2.97e-05,0.000957248,0,0,0.000204936,0.001124906,4.21e-05,2.97e-05
"SCN3B",0,0.000858498,0.0001683,3.93e-05,6.7e-06,3.06e-05,7.86e-06,9.13e-05,3.14e-05,0,6.12e-05,0.000147297
"SCN4A",4.97e-05,0.000373498,0.007378523,0.000441535,7.46e-05,0,5.89e-05,0.000116718,0.00033851,2.33e-05,1.26e-05,0.001069548
"SCN4B",3.29e-05,2.05e-05,0.000646029,7.18e-05,1.65e-05,0.000112353,0.002109835,0.009188654,0.000717631,0.000368365,0,0.00060922
"SCN5A",3.95e-05,4.47e-05,0.000130371,1.26e-05,0.000144805,8.15e-05,0.00064867,1.28e-05,0.000642372,6.39e-05,2.17e-05,0.000157969
"SCN7A",1.46e-05,0.000192486,7.96e-05,0.000129865,3.89e-05,0.000113761,0.000118059,4.18e-05,2.36e-05,0.000100427,6.26e-05,9.72e-06
"SCN8A",4.19e-06,6.2e-05,7.21e-05,2.05e-06,9.78e-06,2.65e-05,0.000228993,0,2.05e-06,3.75e-05,3.61e-06,4.19e-05
"SCN9A",0.00021379,0.000234035,6.33e-07,0.000128345,1.56e-05,1.39e-05,0.002343367,8.65e-05,0.000162411,0.00016107,6.33e-07,5.47e-05
"SCNN1A",0.002362773,0.000453414,0.003225683,0.004572814,0.003076295,0.00294568,0.001018913,0.002649725,0.001536946,0.003101106,0.00412126,0.000767359
"SCNN1B",0.02301887,0.023558609,0.022843941,0.011349286,0.016595096,0.013781939,0.033037305,0.179103002,0.008473097,0.003092636,0.000755175,0.181609367
"SCNN1D",0.000305419,0.00015685,0.000383146,0.001264036,0.000570136,0.000133653,0.001215419,0.000847002,0.000437526,0.000397354,4.46e-05,0.001221677
"SCNN1G",5.72e-05,8.66e-05,0.001484193,0.000227877,0.000184956,0.000299353,0.000668023,0.001960258,0.000255972,1.97e-05,0.000199569,0.002770117
"SCRIB",0.000730748,0.000931497,0.001565027,0.000968292,0.000974244,0.000822877,0.001374068,0.003543747,0.000993053,0.001960948,0.002175839,0.001512838
"SCTR",0,0.000236768,0,6.48e-05,0,3.23e-06,0,3.63e-05,0,0.000104178,0,0
"SCUBE1",5.14e-06,4.86e-07,2.82e-06,5.89e-06,6.28e-06,1.69e-05,7.06e-06,1.89e-05,5.89e-06,1.94e-06,2.82e-06,1.71e-06
"SCUBE3",1.52e-05,1.35e-05,0.000208073,0.000510412,0.000602745,9.09e-06,0.0008615,0.000494119,0.000140285,2.5e-05,2.76e-05,2.4e-05
"SDC1",0.001680862,0.003754217,0.005558459,0.001656585,0.001020851,0.002525689,0.00329534,0.007043832,0.001067187,0.005766947,0.001150845,0.018602326
"SDC2",0.002101499,0.000127557,4.89e-05,0.001735409,0.00443651,0.000259338,0.002166095,0.009020829,2.22e-05,0.001022027,7.14e-05,2.4e-05
"SDC3",0.001048095,0.002055634,0.003133075,0.000707351,0.000892748,0.000166336,0.003092866,0.00486802,0.001957059,0.001087047,0.004579244,0.000724734
"SDC4",0.057407281,0.012352827,0.105506778,0.026828664,0.088702287,0.051877714,0.038823438,0.043046419,0.066354863,0.024214195,0.156299667,0.041924917
"SDCBP",0.004283231,0.011283574,0.012960247,0.003601769,0.003882479,0.004529128,0.004889525,0.00326885,0.011505621,0.004821052,0.014504537,0.005256869
"SDCBP2",0.000108975,0.000224396,3.49e-05,1.44e-05,0.000293235,6.61e-05,6.96e-06,1.47e-06,0.000158553,5.37e-05,9.12e-06,0.000618596
"SDK1",8.61e-06,0.000400375,5.49e-05,0.000259813,7.17e-06,0.00051037,0.002028754,8.27e-06,3.04e-05,0.000194874,6.91e-05,0.000993903
"SDK2",0,0.000111597,4.67e-05,5.6e-05,2.05e-05,7.79e-05,0.003672419,1.86e-05,3.2e-05,7.44e-05,3.12e-05,0.006585807
"SECTM1",0.000748233,0.001237464,0.000561001,0.001199248,0.000404287,0.002012398,0.000294552,0.006974787,0.000231428,0.005857327,0.00025734,0.000760296
"SEL1L3",0.005670838,0.00652879,0.010968338,0.010689777,0.002286222,0.003375495,0.011780959,0.005211997,0.021381286,0.003775368,0.003870357,0.002977903
"SELE",0,0.000696493,0.003864016,0.000466613,0.000144987,0.000305054,0.000233306,0.002984968,0.000933226,0.000397996,0.000203369,0.000289974
"SELL",0.000103796,4.7e-05,0.00073944,0,0.000986065,4.64e-05,2.81e-05,0.000310403,0.000237138,0.004004674,0.001205555,0.000155694
"SELP",0,0,0,0,0.000252115,0,1.11e-05,0,1.11e-05,5.75e-05,0,0
"SELPLG",4.51e-06,3.17e-06,5.53e-05,0,1.35e-05,0.000173147,3.35e-06,3.91e-05,8.38e-06,2.11e-06,6.43e-05,1.71e-05
"SEMA4A",0.000554221,0.001686733,0.005915598,0.002174625,0.002114905,0.005908847,0.005900105,0.003307956,0.000534042,0.000868977,0.000628599,0.003760756
"SEMA4B",0.002688159,0.007825318,0.023661971,0.004153161,0.00354509,0.011705269,0.008330666,0.020632032,0.165696628,0.03416261,0.021131696,0.022083185
"SEMA4C",0.002566824,0.001370392,0.005247415,0.002753955,0.005351597,0.000893331,0.0077958,0.002925842,0.007137109,0.001602198,0.00178008,0.004189259
"SEMA4D",0.000267899,0.001687315,0.000605604,0.000396846,0.002466119,0.000267756,0.003421773,0.000933538,0.000518623,0.001617865,0.000607008,0.001035438
"SEMA4F",0.000541066,0.000275636,0.00134689,0.000597939,0.000568119,0.000256758,0.00103798,0.000519771,0.002063121,0.000480394,0.000480026,0.002781078
"SEMA4G",0.001714845,0.021044045,0.009472956,0.003026761,0.010049768,0.000699997,0.005060745,0.004670267,0.003607875,0.007415194,0.003103217,0.001316044
"SEMA5A",9.79e-05,0.000268745,2.57e-05,2.39e-05,0.005270686,0.001897135,0.000181389,5.92e-05,1.79e-05,2.73e-05,2.57e-05,0.000755882
"SEMA5B",2.24e-05,7.25e-05,0.001188567,0.000813048,7.85e-05,0.000367894,0.001315224,1.21e-05,0.000358697,4.83e-05,0.000990484,0.000841598
"SEMA6A",0.000435029,0.002044566,0.000637938,0.000657601,0.000184558,0.001654941,0.020703833,0.000162842,0.000477302,0.00038901,0.000813602,0.004508493
"SEMA6B",2.64e-05,1.09e-05,2.77e-05,4.39e-05,1.7e-06,1.51e-05,0.000273774,0.000136869,0.000168476,2.1e-05,2.35e-05,3.41e-05
"SEMA6C",3.23e-05,3.6e-05,0.00018137,8.53e-06,3.09e-05,5.08e-05,0.000163011,1.9e-05,2.73e-05,6.69e-05,5.29e-05,9.99e-05
"SEMA6D",0.00270653,0.001082704,0.001969824,0.00459167,0.001680898,0.003091864,0.01108815,0.001068073,0.005850171,0.002721392,0.002293973,0.000911673
"SEMA7A",0.003867182,0.001092236,0.007679227,0.001353939,0.00589768,0.001370971,0.000983918,0.000503701,0.017091584,0.00268287,0.019910444,0.000620379
"SERINC1",0.011580602,0.003398088,0.012425767,0.007221917,0.02171896,0.007205696,0.011721385,0.006408425,0.016768692,0.009338609,0.011849063,0.013425384
"SERINC2",0.001699997,0.000267634,0.000614855,0.001379287,0.001157196,0.00067758,0.003202102,0.000864635,0.00085798,0.00043496,0.000443048,0.001792127
"SERINC3",0.002623077,0.000992717,0.010168888,0.00128722,0.006424159,0.006930845,0.002798904,0.003075338,0.005031397,0.002939162,0.003339615,0.004093555
"SERINC5",0.001623671,0.002714166,0.004647807,0.000909014,0.000754336,0.005064123,0.000995766,0.002071603,0.000835909,0.002109539,0.004118596,0.003286906
"SERPINA5",2.77e-05,8.74e-05,5.72e-06,4.64e-05,0,8.58e-05,9.95e-06,0,0.000195611,0,0,2.08e-05
"SEZ6",1.36e-05,1.41e-05,0,0,0,0,0,0,0,0,0,0
"SEZ6L2",0.004232873,0.034751276,0.034242657,0.023220378,0.019917198,0.013052657,0.023498242,0.441731026,0.005729314,0.038322728,0.020305821,0.033390641
"SGCA",3.99e-05,0,0,0,0.000391015,0,0,1.85e-05,9.38e-06,0,0,0
"SGCB",1.79e-05,0.000477427,0.000498041,0.000273496,0.00019665,0.000134937,0.001062303,5.21e-06,0.001212295,0.000227169,0.000299928,0.000522485
"SGCD",4.37e-06,1.21e-05,3.05e-05,3.83e-05,1.09e-05,0.000119407,4.26e-05,1.21e-05,1.92e-05,5.49e-05,8.64e-05,3.28e-06
"SGCE",0.028699922,0.007275453,0.025976757,0.004034169,0.018919546,0.006721358,0.014923859,0.017961299,0.023273274,0.026019847,0.014758537,0.00028401
"SGCG",0,3.2e-06,0,0,0,0,1.23e-05,0,2.73e-06,1.6e-06,0,0
"SGCZ",0,0,0,0,0,0,0,0,0,0,0,1.37e-05
"SGMS2",0.013308914,0.005701079,0.009388217,0.00134651,0.014563889,0.000824684,0.002374393,0.014931185,0.00532056,0.00928408,0.004430753,0.005513256
"SH2B2",8.08e-05,4.54e-05,0.000354034,0.000118542,0.000141381,0.000213461,0.000184005,8.32e-05,0.00014862,0.000113403,0.000307176,0.000203811
"SHANK1",5.7e-06,1.79e-05,8.68e-06,4.92e-06,2.85e-06,2.02e-05,4.92e-06,5.96e-06,7.87e-05,5.96e-06,1.45e-06,8.7e-05
"SHC4",1.56e-05,3.71e-05,7.14e-05,2.26e-05,3.89e-05,0.000456005,8.6e-05,2.65e-05,4.52e-05,0.000116468,7.69e-05,9.35e-05
"SHH",0.000529942,0.003831668,0.010272233,0.00597898,0.000919606,0.002663171,0.001229181,3.98e-05,0.000136576,4.65e-05,0.000833373,0.00040525
"SHISA6",9.28e-05,0.001709713,0,0.000136197,0,5.3e-05,0,0,5.45e-05,6.33e-05,0.000106081,0
"SHISA7",0,0,0,0,0,5.39e-05,0,0,3.16e-05,0,5.39e-05,0.00037333
"SHISA8",0,6.15e-05,0,8.63e-05,0,8.44e-05,8.63e-05,0,4.31e-05,0,0.000126609,0
"SHISA9",0,0,0,0.000119081,0,0.000273901,0.012225683,4.03e-05,0,4.03e-05,0,0
"SHROOM2",3.8e-05,0.000422082,0.000148613,0.000177063,0.000145936,0.000699798,0.000911784,0.000289787,0.000455436,0.000331185,2.26e-05,0.000300412
"SI",0,0.000237961,0,0,0,0,0,0,0,0,0,0
"SIDT2",0.005426713,0.004769025,0.009142108,0.008289207,0.005870425,0.005788409,0.003232965,0.006284195,0.004759569,0.005373442,0.004809597,0.01453954
"SIGIRR",0.002396073,0.001052975,0.002529174,0.00374396,0.002696646,0.001301375,0.003457167,0.004139961,0.002017984,0.002217825,0.001572692,0.000670049
"SIGLEC1",9.9e-05,4.14e-05,0.000180913,9.07e-05,7.42e-05,0.00010642,1.81e-05,0.000124332,0.000226701,6.22e-05,0.000723654,0.000148435
"SIGLEC10",1.09e-06,0,0,4.66e-06,0,0,0,0,0,0,0,1.09e-06
"SIGLEC11",0,0,0,1.47e-06,0,1.29e-06,0,0,0,0,0,0
"SIGLEC12",0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC14",0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC15",0.00027527,1.03e-05,7.03e-06,4.8e-06,0.000857958,1.93e-05,0.000107945,0,1.2e-05,0,0,4.02e-06
"SIGLEC5",0,0,0,9.14e-06,0,0,0,0,0,0,0,0
"SIGLEC6",0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC7",0,0,0,8.24e-06,0,0,0,0,0,0,0,0
"SIGLEC9",0,0,0,0,1.48e-05,0,0,0.000141407,4.82e-06,0,7.03e-06,0
"SIRPA",6.29e-07,4.59e-05,3.05e-06,0,1.26e-06,0.00037348,4.14e-05,0,8.36e-05,1.24e-05,1.52e-06,0.00096932
"SIRPB1",0,0,0,0,0,5.38e-05,0,0,5.73e-06,0,0,2.83e-05
"SIRPB2",6.63e-06,0,9.77e-05,0,6.11e-05,1.2e-05,2.87e-06,0,5.73e-06,1.25e-06,1.37e-05,3.39e-05
"SIRPG",0,0,0,0,0,9.96e-06,1.37e-05,0,0,0,0,0
"SIT1",0,0,0.008020116,0.00024407,0,0,0,0.000557742,0.00024407,0,0,0
"SKAP1",0.00053002,0.066283965,0.10213919,0,0.009540357,0.000840652,0.011769125,0,0.054320083,0.003135074,0.011348799,0.004240159
"SLAMF1",0,0,0,0,0,0,0,0,0,0,0,0
"SLAMF6",0,0.003639634,0,0,0.002180647,0.00047713,0.004555902,0,0,0,0.00047713,0
"SLAMF7",0.626954655,0.025186056,1.463650865,0.057523683,0.487567377,0.114072917,0.00479364,0,0.647420799,0.165892493,0.556176409,0.094932292
"SLAMF8",1.74e-06,3.56e-06,0,0,0,0,5.08e-06,0,0,0,0,0
"SLAMF9",0.000320716,0,0.012436307,0,0.000320716,0.003886103,0.000754173,0.007064682,0.011312598,0,0.010103868,0.005452172
"SLC10A1",0,0.000235031,0,0,0,0.001282402,0,0,0,0,0,0
"SLC10A2",0,0.006707913,0,0.00169495,0,0,0,0,0,0.007825898,0,0
"SLC10A4",0.000828156,0.008655412,0,0.000714322,0,0.000839875,0.015357922,0,0.000357161,0.000865541,0.046613046,0.000414078
"SLC10A5",0.003998993,0.008644467,0.067326328,0.006261761,0.004998742,0.014882662,0.026492065,0.004116413,0.019266956,0.017288934,0.00779568,0.002999245
"SLC10A6",0.000473569,0.001937958,0.000541093,0,0,0.00649312,0.000555765,0.000645986,0,0.001291972,0.00162328,0.007103537
"SLC11A1",0.004728462,0.044403729,0.008514374,0.008243442,0.004203078,0.009410624,0.000457969,0.01958988,0.00457969,0.002611984,0.009858749,0.030997698
"SLC11A2",1.449804785,0.529426191,1.140546778,0.59900061,1.530220936,0.661192811,1.072561255,1.168767597,0.993097007,1.212690429,0.549899492,1.359779339
"SLC12A1",0.000431243,0,0,0,0,0.357769025,0.000523678,0,0,0,0,0
"SLC12A2",0.843526933,2.13644581,1.618416814,0.526867937,1.374482962,0.741799352,3.096321091,2.301178016,0.106065962,1.315997337,0.404545024,0.776973021
"SLC12A3",0,0,0.001023062,0.000576326,0,0.008525513,0,0.006407524,0.004034281,0,0,0.00730194
"SLC12A4",0.264524976,0.234365908,0.382576251,0.322813874,0.33427368,0.345796738,0.739521471,0.277716827,0.554829049,0.214496736,0.286586416,0.35079259
"SLC12A5",0.00372025,0.000632822,0.007336688,0.003833941,0.00372025,0.002567841,0.105049974,0.007277455,0.015335763,0.004746483,0.004402013,0.013020876
"SLC12A6",0.304762367,0.107789588,0.838195271,0.18253718,0.689950573,0.360379118,0.554403623,0.467439234,0.875753961,0.519576114,0.498999398,0.705997737
"SLC12A7",1.752962055,0.376945166,1.730590689,0.787715382,1.43795584,0.481550627,2.327043744,0.525031166,1.337694532,0.482067404,0.888812368,0.749048044
"SLC12A8",0.043137523,0.042688189,0.225792749,0.001550535,0.016142061,0.088113814,0.057369813,0.139469808,0.160222259,0.044968911,0.490133088,0.420533513
"SLC12A9",0.708548549,0.371125741,1.190985068,0.49203436,0.72130833,0.411884784,0.654500081,0.678546294,0.373336547,0.45960982,0.942244217,0.385251751
"SLC13A2",0,0.004675988,0.002139238,0.005156198,0,0.006417714,0.041249583,0,0,0.003117326,0,0
"SLC13A3",0.031400721,0.025099166,0.071058465,0.023808108,0.040848725,0.019379581,0.052486057,0.021547397,0.071424866,0.000710354,0.198963701,0.014727772
"SLC13A4",0,0,0,0,0,0,0,0.000554821,0,0,0.000260351,0.004596142
"SLC13A5",0,0.002085618,0,0,0,0,0.009339332,0,0,0,0,0.059539436
"SLC14A1",0,0,0,0,0.012099935,0.069818592,0.05686257,0,0,0,0.000423143,0.000417239
"SLC14A2",0,0,0,0,0,0.009701291,0,0,0.00047097,0,0,0
"SLC15A1",0,0.005645356,0,0,0.00183937,0,0.062869905,0.001254524,0.005936214,0.002509047,0.146589253,0.003218898
"SLC15A2",0.104192977,0.085822904,0.106406566,0.122020621,0.082486107,0.314557555,0.256885518,0.322896187,0.000963321,0.039725398,0.191970609,0.250171678
"SLC15A3",0.09665869,0.046545171,0.087625337,0.036613505,0.143217552,0.026762286,0.015461672,0.148441357,0.132780696,0.186810303,0.134679911,0.014676004
"SLC15A4",0.437099147,0.076009081,0.388947956,0.160662356,0.782448336,0.08786196,0.254658116,0.088187265,0.564064829,0.164195926,0.302872516,0.624921577
"SLC15A5",0,0,0.000254324,0,0,0,0,0,0,0,0,0
"SLC16A1",0.018297686,0.166823926,0.083554519,0.004901248,0.195644489,0.055400279,0.277823651,0.053643029,1.101136124,0.009431741,1.136051133,4.067698751
"SLC16A10",0.00025465,0.004388997,0.000963321,0.026591459,0.00025465,0.003211069,0.245830304,0.000822731,0.019536183,0.004936387,0.003853283,0.0096767
"SLC16A11",0,0.015017397,0.002325346,0.00106706,0.00066312,0.005115762,0.002667651,0.006371017,0.004268242,0.000455073,0.001860277,0
"SLC16A12",0.020893499,0.06600335,0.01261346,0.000878857,0.07419324,0.008408973,0.011425143,0.003626558,0.043064001,0,0.132020883,0.003837581
"SLC16A2",0.006630245,0.023074049,0.03024863,0.0148783,0.008840327,0.163269713,0.020521793,0.004097261,0.069432067,0.020055015,1.112752341,0.033151227
"SLC16A3",1.852985783,0.451082674,2.102160469,0.141498834,1.787824374,1.325277508,0.946755194,0.33515364,2.194903548,1.647676154,0.857989292,2.116006519
"SLC16A4",0.047522412,0.163100012,1.001476869,0.005321446,0.127103594,0.010968137,0.176051178,0.477715531,0.148113585,0.0013118,0.048446263,0.000754324
"SLC16A5",0.250819358,0.217482817,0.485297299,0.095958315,0.214774464,0.094982174,0.013994658,0.002597771,0.104597156,0.050397283,0.212640272,0.081102765
"SLC16A6",0.043353637,0.009745377,0.023590654,0,0.00614611,0.021640532,0.020011279,0.003754463,0.006732748,0.005256158,0.048845773,0.071280827
"SLC16A7",0.243925261,0.680063365,0.019752226,0.001657561,0.042697773,0.33014435,0.051384402,0,0,0.211011527,0.003847836,0.007116296
"SLC16A8",0.000331458,0,0,0.007784005,0,0,0.000648667,0.006084013,0,0,0.001417831,0
"SLC16A9",0.361926763,0.189904407,1.9539011,0.013379057,0.51594285,0.063671583,0.498210616,1.662821518,0.089193716,2.271523813,1.433734231,1.137484111
"SLC17A1",0,0,0,0,0,0,0,0,0,0,0,0
"SLC17A3",0,0,0,0.000578837,0,0,0.000289419,0,0,0,0,0
"SLC17A4",0,0.000562779,0,0,0,0,0,0,0,0,0,0
"SLC17A5",0.007388003,0.003839289,0.004609051,0.0048829,0.02171579,0.004421222,0.005695321,0.011169587,0.006465864,0.01014963,0.004944522,0.007843328
"SLC17A7",0,9.61e-07,2.47e-06,9.68e-06,3.44e-06,1.98e-06,4.21e-07,3.94e-05,4.21e-07,9.61e-06,0,1.49e-05
"SLC17A8",0,0,3.41e-06,0,0,1.71e-05,0,0,0,2.92e-06,0,0
"SLC17A9",0.000432205,0.001585159,0.005620239,0.001961065,0.007921525,5.96e-05,0.000114015,0.007028867,0.005085771,0,0.002584564,0
"SLC18A1",0,0,0,0,0,2.89e-06,0,0,6.03e-06,0,0,0
"SLC18A2",0,1.36e-05,2.01e-06,0,0,6.05e-06,3.31e-06,3.88e-06,0,3.88e-06,6.04e-06,0
"SLC18B1",0.000735399,0.000875123,0.002904467,0.000373481,0.000633344,0.004270576,0.002261423,2.46e-05,0.001059126,0.00176079,0.000772149,0.001269689
"SLC19A1",0.000267037,0.000257279,0.001656293,0.000220362,0.000379524,0.000284818,0.001077714,0.000981442,0.000570092,0.000209386,0.000553623,0.000791417
"SLC19A2",4.2e-05,6.1e-05,0.000255458,2.39e-05,3.86e-05,8.9e-05,0.000119458,4.26e-05,9.82e-05,7.56e-05,0.000144471,2.12e-05
"SLC19A3",0,2.15e-05,1.92e-06,9.07e-06,0,1.92e-06,4.95e-06,0,6.6e-06,1.69e-05,0,7.84e-06
"SLC1A1",0.001033844,0.000127432,0.004296553,0.000104453,0.000577168,0.001008953,9.18e-05,0.000520808,3.17e-06,3.6e-05,7.56e-06,0.000172307
"SLC1A2",0,8.15e-06,6.73e-06,2.41e-05,5.79e-07,7.19e-06,1.98e-06,3.78e-05,6.59e-07,1.3e-06,0,0
"SLC1A3",2.05e-06,5.6e-05,3.51e-06,1.08e-05,0,0.000311396,3.25e-05,4.71e-07,1.2e-06,1.88e-06,9.94e-06,0.000422045
"SLC1A4",0.000185921,0.003851324,0.001292925,0.000989373,0.000202823,0.001170489,0.002026983,0.005960642,0.00140788,0.001488897,0.001787567,0.007778114
"SLC1A5",0.032177789,0.017955677,0.119988126,0.04117448,0.022425735,0.194603293,0.096184513,0.057044864,0.049866137,0.027814452,0.015866098,0.146237639
"SLC1A6",6.19e-06,6.75e-05,1.41e-05,1.45e-05,0,2.83e-05,7.26e-06,0,0,0,0,0
"SLC1A7",0,0,0.014284518,0.00201571,0.006032082,0,9.83e-06,0.038427499,0,7.8e-06,0.003325496,0
"SLC20A1",0.001532874,0.001332146,0.001672579,0.001711184,0.002534297,0.000750358,0.00138693,0.000712107,0.004005554,0.001098971,0.001709097,0.003234415
"SLC20A2",0.018552217,0.004270433,0.003022102,0.000410945,0.006194906,0.000998928,0.003641494,0.002400424,0.003406265,0.003204876,0.002732088,0.030193056
"SLC22A1",1.07e-06,1.84e-06,1.25e-05,3.89e-06,0,3.75e-06,7.79e-06,0,2.6e-06,0,0,2.14e-06
"SLC22A11",0,3.72e-05,1.74e-06,0,0,0,2.95e-06,0,0,0,0,0
"SLC22A13",1.54e-05,0,5.07e-06,4.24e-05,5.14e-06,5.07e-06,0,0,1.06e-05,8.75e-06,5.07e-06,0
"SLC22A14",1.49e-06,0,7.35e-06,0,0,5.25e-06,0,0,0,3.03e-06,0,2.98e-06
"SLC22A16",0,0,0,0,0,0,7.75e-06,0,0,0,8.26e-06,0
"SLC22A17",0,0.000518103,0.000729455,0,0.000138263,0.000417424,0.005893096,0.01770968,6.63e-05,0.000353252,0,0.00424008
"SLC22A18",0.001768196,0.000752683,0.003565496,0.001375568,0.001112324,0.001149124,0.00064349,0.000750111,0.000612232,0.000349369,0.000617512,0.001072438
"SLC22A2",7.88e-07,0,0,9.21e-06,0,0,1.53e-06,0,1.53e-06,0,1.1e-05,0
"SLC22A23",6.92e-05,0.008090255,0.000227882,0.00639898,5.85e-05,0.003638153,0.009271271,0.007392129,0.000581727,0.005647016,2.11e-05,0.01450188
"SLC22A24",0,0,0,0,0,0,0,0,0,0,0,0
"SLC22A3",0.000110244,8.03e-05,0.000456875,0.004044928,2.12e-06,0.000802537,0.001583242,0,0,3.14e-05,1.5e-05,0.000570303
"SLC22A4",6.14e-05,5.24e-06,3.67e-05,7.71e-06,6.33e-05,6.49e-05,2.31e-05,1.83e-05,3.52e-05,1.31e-05,3.57e-05,5.58e-05
"SLC22A5",0.000546174,0.000939704,0.001208386,0.000463619,0.000539024,0.000679461,0.001106236,0.001129417,0.000596675,0.0011561,0.000809769,0.001204453
"SLC22A7",0,0,0,0,0,0,0,0,0,0,2.71e-05,0
"SLC22A8",0,0,0,0,0,0,0,0,0,0,0,5.62e-05
"SLC22A9",0,1.03e-05,0,0,0,0,0,0,0,0,0,0
"SLC23A1",0,0,1.66e-05,0,5.93e-05,6.65e-05,3.81e-05,0,0,8.13e-06,6.65e-05,0.000319984
